naam,rapport,verantwoordelijke_organisatie,identificator_organisatie,publicatiedatum,type_toepassing,categorie,beschrijving,specificatiedocument,documentatie,charter,verslagen,presentaties,functioneel_toepassingsgebied,organisatorisch_werkingsgebied,datum_van_aanmelding,erkenning_werkgroep_datastandaarden,erkenning_stuurgroep,datum_einde_review,organisatie,herroeping_stuurgroep,register,datum_van_review
Vocabularia en Applicatieprofielen Bodem en Ondergrond,,Databank Ondergrond Vlaanderen en OVAM,http://data.vlaanderen.be/id/organisatie/OVO037637,TBD,TBD,Vocabularium & applicatieprofielen,bodemenondergrond.md,"[{""naam"":""AP Grondboringen"",""waarde"":""https://data.vlaanderen.be/doc/applicatieprofiel/bodem-en-ondergrond/grondboringen/ontwerpstandaard/2021-08-01""},{""naam"":""AP Bodem"",""waarde"":""https://data.vlaanderen.be/doc/applicatieprofiel/bodem-en-ondergrond/bodem/ontwerpstandaard/2021-08-01""},{""naam"":""AP Grondwatermeetnet"",""waarde"":""https://data.vlaanderen.be/doc/applicatieprofiel/bodem-en-ondergrond/grondwatermeetnet/ontwerpstandaard/2021-08-01""},{""naam"":""AP Sonderingen"",""waarde"":""https://data.vlaanderen.be/doc/applicatieprofiel/bodem-en-ondergrond/sonderingen/ontwerpstandaard/2021-08-01""},{""naam"":""AP Bodem en Ondergrond"",""waarde"":""https://data.vlaanderen.be/doc/applicatieprofiel/bodem-en-ondergrond/bodem-en-ondergrond/ontwerpstandaard/2021-08-01""},{""naam"":""AP Ruimtelijke bereiken"",""waarde"":""https://data.vlaanderen.be/doc/applicatieprofiel/bodem-en-ondergrond/ruimtelijke-bereiken/ontwerpstandaard/2021-08-01""},{""naam"":""AP Observaties en Metingen"",""waarde"":""https://data.vlaanderen.be/doc/applicatieprofiel/bodem-en-ondergrond/observaties-en-metingen/ontwerpstandaard/2021-08-01""},{""naam"":""AP Sensoren en Bemonstering"",""waarde"":""https://data.vlaanderen.be/doc/applicatieprofiel/bodem-en-ondergrond/sensoren-en-bemonstering/ontwerpstandaard/2021-08-01""},{""naam"":""AP Bodem en Ondergrond Observaties"",""waarde"":""https://data.vlaanderen.be/doc/applicatieprofiel/bodem-en-ondergrond/bo-observaties/ontwerpstandaard/2021-08-01""},{""naam"":""AP Bodem en Ondergrond Interpretaties"",""waarde"":""https://data.vlaanderen.be/doc/applicatieprofiel/bodem-en-ondergrond/bo-interpretaties/ontwerpstandaard/2021-08-01""}]",[],"[{""naam"":""Charter"",""waarde"":""OSLO Bodem en Ondergrond - Charter.pdf""}]","[{""naam"":""Verslag business werkgroep - 9 juli 2020"",""waarde"":""20200709 - OSLO Bodem en Ondergrond - Business Werkgroep - Verslag.pdf""},{""naam"":""Verslag thematische werkgroep 1 - 11 augustus 2020"",""waarde"":""20200811 - OSLO Bodem en Ondergrond - Thematische Werkgroep 1 - Verslag.pdf""},{""naam"":""Verslag thematische werkgroep 2 - 6 oktober 2020"",""waarde"":""20201006 - OSLO Bodem en Ondergrond - Thematische Werkgroep 2 - Verslag.pdf""},{""naam"":""Verslag thematische werkgroep 3 - 27 oktober 2020"",""waarde"":""20201027 - OSLO Bodem en Ondergrond - Thematische Werkgroep 3 - Verslag.pdf""}]","[{""naam"":""Presentatie business werkgroep - 9 juli 2020"",""waarde"":""20200709 - OSLO Bodem en Ondergrond - Business Werkgroep - Presentatie.pdf""},{""naam"":""Presentatie thematische werkgroep 1 - 11 augustus 2020"",""waarde"":""20200811 - OSLO Bodem en Ondergrond - Thematische Werkgroep 1 - Presentatie.pdf""},{""naam"":""Presentatie thematische werkgroep 2 - 6 oktober 2020"",""waarde"":""20201006 - OSLO Bodem en Ondergrond - Thematische Werkgroep 2 - Presentatie.pdf""},{""naam"":""Presentatie thematische werkgroep 3 - 27 oktober 2020"",""waarde"":""20201027 - OSLO Bodem en Ondergrond - Thematische Werkgroep 3 - Presentatie.pdf""},{""naam"":""Presentatie werkgroep bodem - 30 maart 2021"",""waarde"":""20210330 - OSLO Bodem en Ondergrond - Werkgroep Bodem - Presentatie.pdf""},{""naam"":""Presentatie webinar grondwatermeetnet en sondering - 19 april 2021"",""waarde"":""20210419 - OSLO Bodem en Ondergrond - Webinar Grondwatermeetnet en sondering - Presentatie.pdf""},{""naam"":""Presentatie Werkgroep bodemanalyse en bodemverontreiniging - 3 mei 2021"",""waarde"":""20210503 - OSLO Bodem en Ondergrond - Werkgroep Bodemanalyse en bodemverontreiniging - Presentatie.pdf""},{""naam"":""Presentatie Werkgroep consolidatie - 31 mei 2021"",""waarde"":""20210531 - OSLO Bodem en Ondergrond - Werkgroep Consolidatie - Presentatie.pdf""},{""naam"":""Presentatie Werkgroep Themas - 21 juni 2021"",""waarde"":""20210621 - OSLO Bodem en Ondergrond - Werkgroep Themas - Presentatie.pdf""},{""naam"":""Presentatie Afsluitend Webinar - 28 juni 2021"",""waarde"":""20210628 - OSLO Bodem en Ondergrond - Afsluitend Webinar - Presentatie.pdf""}]",Semantische standaard voor informatie over bodem en ondergrond,Alle entiteiten van de Vlaamse overheid,18 juni 2020,TBD,TBD,undefined,"[{""verantwoordelijke"":""Databank Ondergrond Vlaanderen"",""identificator"":""http://data.vlaanderen.be/id/organisatie/OVO037637""},{""verantwoordelijke"":""OVAM"",""identificator"":""http://data.vlaanderen.be/id/organisatie/OVO000091""}]",undefined,undefined,undefined
wegenenverkeer implementatiemodel AIM Object,,Agentschap Wegen en Verkeer,https://data.vlaanderen.be/id/organisatie/OVO000098,2020-12-02,Aanbevolen (vrijwillig),Implementatiemodel,AIM-Object.md,"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be/doc/implementatiemodel/aim-object/"",""naam"":""Eenvoudige datatypes""}]",[],[],"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]","[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]",Erkenningsprocedure voor data standaarden in Vlaanderen,Alle entiteiten van de Vlaamse overheid,08 Maart 2020,10 April 2020,22 Mei 2020,undefined,undefined,undefined,undefined,undefined
wegenenverkeer implementatiemodel ANPR en trajectcontrole,,Agentschap Wegen en Verkeer,https://data.vlaanderen.be/id/organisatie/OVO000098,2020-12-02,Aanbevolen (vrijwillig),implementatiemodel,ANPR-en-trajectcontrole.md,"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be/doc/implementatiemodel/anpr-trajectcontrole/"",""naam"":""Eenvoudige datatypes""}]",[],[],"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]","[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]",Erkenningsprocedure voor data standaarden in Vlaanderen,Alle entiteiten van de Vlaamse overheid,08 Maart 2020,10 April 2020,22 Mei 2020,undefined,undefined,undefined,undefined,undefined
wegenenverkeer implementatiemodel Brandleiding,,Agentschap Wegen en Verkeer,https://data.vlaanderen.be/id/organisatie/OVO000098,2020-12-02,Aanbevolen (vrijwillig),implementatiemodel,Brandleiding.md,"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be/doc/implementatiemodel/brandleiding/"",""naam"":""Eenvoudige datatypes""}]",[],[],"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]","[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]",Erkenningsprocedure voor data standaarden in Vlaanderen,Alle entiteiten van de Vlaamse overheid,08 Maart 2020,10 April 2020,22 Mei 2020,undefined,undefined,undefined,undefined,undefined
wegenenverkeer implementatiemodel Camerainstallatie,,Agentschap Wegen en Verkeer,https://data.vlaanderen.be/id/organisatie/OVO000098,2020-12-02,Aanbevolen (vrijwillig),implementatiemodel,Camerainstallatie.md,"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be/doc/implementatiemodel/camerainstallatie/"",""naam"":""Eenvoudige datatypes""}]",[],[],"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]","[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]",Erkenningsprocedure voor data standaarden in Vlaanderen,Alle entiteiten van de Vlaamse overheid,08 Maart 2020,10 April 2020,22 Mei 2020,undefined,undefined,undefined,undefined,undefined
wegenenverkeer implementatiemodel Complexe datatypes,,Agentschap Wegen en Verkeer,https://data.vlaanderen.be/id/organisatie/OVO000098,2020-12-02,Aanbevolen (vrijwillig),Implementatiemodel,Complexe-datatypes.md,"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be/doc/implementatiemodel/complexe-datatypes/"",""naam"":""Eenvoudige datatypes""}]",[],[],"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]","[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]",Erkenningsprocedure voor data standaarden in Vlaanderen,Alle entiteiten van de Vlaamse overheid,08 Maart 2020,10 April 2020,22 Mei 2020,undefined,undefined,undefined,undefined,undefined
wegenenverkeer implementatiemodel Draagconstructies,,Agentschap Wegen en Verkeer,https://data.vlaanderen.be/id/organisatie/OVO000098,2020-12-02,Aanbevolen (vrijwillig),implementatiemodel,Draagconstructies.md,"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be/doc/implementatiemodel/draagconstructies/"",""naam"":""Eenvoudige datatypes""}]",[],[],"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]","[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]",Erkenningsprocedure voor data standaarden in Vlaanderen,Alle entiteiten van de Vlaamse overheid,08 Maart 2020,10 April 2020,22 Mei 2020,undefined,undefined,undefined,undefined,undefined
wegenenverkeer implementatiemodel Dynamische borden,,Agentschap Wegen en Verkeer,https://data.vlaanderen.be/id/organisatie/OVO000098,2020-12-02,Aanbevolen (vrijwillig),implementatiemodel,Dynamische-borden.md,"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be/doc/implementatiemodel/dynamische-borden/"",""naam"":""Eenvoudige datatypes""}]",[],[],"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]","[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]",Erkenningsprocedure voor data standaarden in Vlaanderen,Alle entiteiten van de Vlaamse overheid,08 Maart 2020,10 April 2020,22 Mei 2020,undefined,undefined,undefined,undefined,undefined
wegenenverkeer implementatiemodel Ecologische maatregelen,,Agentschap Wegen en Verkeer,https://data.vlaanderen.be/id/organisatie/OVO000098,2020-12-02,Aanbevolen (vrijwillig),implementatiemodel,Ecologische-maatregelen.md,"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be/doc/implementatiemodel/ecologische-maatregelen/"",""naam"":""Eenvoudige datatypes""}]",[],[],"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]","[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]",Erkenningsprocedure voor data standaarden in Vlaanderen,Alle entiteiten van de Vlaamse overheid,08 Maart 2020,10 April 2020,22 Mei 2020,undefined,undefined,undefined,undefined,undefined
wegenenverkeer implementatiemodel Eenvoudige datatypes,,Agentschap Wegen en Verkeer,https://data.vlaanderen.be/id/organisatie/OVO000098,2020-12-02,Aanbevolen (vrijwillig),Implementatiemodel,Eenvoudige-datatypes.md,"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be/doc/implementatiemodel/eenvoudige-datatypes/"",""naam"":""Eenvoudige datatypes""}]",[],[],"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]","[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]",Erkenningsprocedure voor data standaarden in Vlaanderen,Alle entiteiten van de Vlaamse overheid,08 Maart 2020,10 April 2020,22 Mei 2020,undefined,undefined,undefined,undefined,undefined
wegenenverkeer implementatiemodel Elektrische componenten,,Agentschap Wegen en Verkeer,https://data.vlaanderen.be/id/organisatie/OVO000098,2020-12-02,Aanbevolen (vrijwillig),implementatiemodel,Elektrische-componenten.md,"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be/doc/implementatiemodel/elektrische-componenten/"",""naam"":""Eenvoudige datatypes""}]",[],[],"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]","[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]",Erkenningsprocedure voor data standaarden in Vlaanderen,Alle entiteiten van de Vlaamse overheid,08 Maart 2020,10 April 2020,22 Mei 2020,undefined,undefined,undefined,undefined,undefined
wegenenverkeer implementatiemodel Fietstelinstallatie,,Agentschap Wegen en Verkeer,https://data.vlaanderen.be/id/organisatie/OVO000098,2020-12-02,Aanbevolen (vrijwillig),implementatiemodel,Fietstelinstallatie.md,"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be/doc/implementatiemodel/fietstelinstallatie/"",""naam"":""Eenvoudige datatypes""}]",[],[],"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]","[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]",Erkenningsprocedure voor data standaarden in Vlaanderen,Alle entiteiten van de Vlaamse overheid,08 Maart 2020,10 April 2020,22 Mei 2020,undefined,undefined,undefined,undefined,undefined
wegenenverkeer implementatiemodel Hulpposten,,Agentschap Wegen en Verkeer,https://data.vlaanderen.be/id/organisatie/OVO000098,2020-12-02,Aanbevolen (vrijwillig),implementatiemodel,Hulpposten.md,"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be/doc/implementatiemodel/hulpposten/"",""naam"":""Eenvoudige datatypes""}]",[],[],"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]","[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]",Erkenningsprocedure voor data standaarden in Vlaanderen,Alle entiteiten van de Vlaamse overheid,08 Maart 2020,10 April 2020,22 Mei 2020,undefined,undefined,undefined,undefined,undefined
wegenenverkeer implementatiemodel Inbreuken zwaar vervoer,,Agentschap Wegen en Verkeer,https://data.vlaanderen.be/id/organisatie/OVO000098,2020-12-02,Aanbevolen (vrijwillig),implementatiemodel,Inbreuken-zwaar-vervoer.md,"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be/doc/implementatiemodel/inbreuken-zwaar-vervoer/"",""naam"":""Eenvoudige datatypes""}]",[],[],"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]","[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]",Erkenningsprocedure voor data standaarden in Vlaanderen,Alle entiteiten van de Vlaamse overheid,08 Maart 2020,10 April 2020,22 Mei 2020,undefined,undefined,undefined,undefined,undefined
"wegenenverkeer implementatiemodel Kasten, cabines, behuizing",,Agentschap Wegen en Verkeer,https://data.vlaanderen.be/id/organisatie/OVO000098,2020-12-02,Aanbevolen (vrijwillig),implementatiemodel,Kasten-cabines-behuizing.md,"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be/doc/implementatiemodel/kasten-cabines-behuizing/"",""naam"":""Eenvoudige datatypes""}]",[],[],"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]","[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]",Erkenningsprocedure voor data standaarden in Vlaanderen,Alle entiteiten van de Vlaamse overheid,08 Maart 2020,10 April 2020,22 Mei 2020,undefined,undefined,undefined,undefined,undefined
wegenenverkeer implementatiemodel Lijnvormige elementen,,Agentschap Wegen en Verkeer,https://data.vlaanderen.be/id/organisatie/OVO000098,2020-12-02,Aanbevolen (vrijwillig),implementatiemodel,Lijnvormige-elementen.md,"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be/doc/implementatiemodel/lijnvormige-elementen/"",""naam"":""Eenvoudige datatypes""}]",[],[],"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]","[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]",Erkenningsprocedure voor data standaarden in Vlaanderen,Alle entiteiten van de Vlaamse overheid,08 Maart 2020,10 April 2020,22 Mei 2020,undefined,undefined,undefined,undefined,undefined
wegenenverkeer implementatiemodel Luchtkwaliteit,,Agentschap Wegen en Verkeer,https://data.vlaanderen.be/id/organisatie/OVO000098,2020-12-02,Aanbevolen (vrijwillig),implementatiemodel,Luchtkwaliteit.md,"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be/doc/implementatiemodel/luchtkwaliteit/"",""naam"":""Eenvoudige datatypes""}]",[],[],"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]","[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]",Erkenningsprocedure voor data standaarden in Vlaanderen,Alle entiteiten van de Vlaamse overheid,08 Maart 2020,10 April 2020,22 Mei 2020,undefined,undefined,undefined,undefined,undefined
wegenenverkeer implementatiemodel Luidsprekers en intercom,,Agentschap Wegen en Verkeer,https://data.vlaanderen.be/id/organisatie/OVO000098,2020-12-02,Aanbevolen (vrijwillig),implementatiemodel,Luidsprekers-en-intercom.md,"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be/doc/implementatiemodel/luidspreker-intercom/"",""naam"":""Eenvoudige datatypes""}]",[],[],"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]","[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]",Erkenningsprocedure voor data standaarden in Vlaanderen,Alle entiteiten van de Vlaamse overheid,08 Maart 2020,10 April 2020,22 Mei 2020,undefined,undefined,undefined,undefined,undefined
wegenenverkeer implementatiemodel Master-implementatiemodel,,Agentschap Wegen en Verkeer,https://data.vlaanderen.be/id/organisatie/OVO000098,2020-12-02,Aanbevolen (vrijwillig),Implementatiemodel,Master-implementatiemodel.md,"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be/doc/implementatiemodel/master/"",""naam"":""Eenvoudige datatypes""}]",[],[],"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]","[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]",Erkenningsprocedure voor data standaarden in Vlaanderen,Alle entiteiten van de Vlaamse overheid,08 Maart 2020,10 April 2020,22 Mei 2020,undefined,undefined,undefined,undefined,undefined
wegenenverkeer implementatiemodel Meten in Vlaanderen,,Agentschap Wegen en Verkeer,https://data.vlaanderen.be/id/organisatie/OVO000098,2020-12-02,Aanbevolen (vrijwillig),implementatiemodel,Meten-in-Vlaanderen.md,"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be/doc/implementatiemodel/meten-in-vlaanderen/"",""naam"":""Eenvoudige datatypes""}]",[],[],"[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]","[{""waarde"":""https://wegenenverkeer.data.vlaanderen.be"",""naam"":""wegenenverkeer.data.vlaanderen.be""}]",Erkenningsprocedure voor data standaarden in Vlaanderen,Alle entiteiten van de Vlaamse overheid,08 Maart 2020,10 April 2020,22 Mei 2020,undefined,undefined,undefined,undefined,undefined
